key, value, date
Mexico, 3835, 1820
Mexico, 7187, 1830
Mexico, 3069, 1840
Mexico, 3446, 1850
Mexico, 1957, 1860
Mexico, 5133, 1870
Mexico, 2405, 1880
Mexico, 734, 1890
Mexico, 31188, 1900
Mexico, 185334, 1910
Mexico, 498945, 1920
Mexico, 32709, 1930
Mexico, 56158, 1940
Mexico, 273847, 1950
Mexico, 441824, 1960
Mexico, 621218, 1970
Mexico, 1009586, 1980
Mexico, 2757418, 1990
Mexico, 1704166, 2000
Mexico, 138717, 2010
Mexico, 142823, 2011
Mexico, 145326, 2012
Mexico, 134198, 2013
Caribbean, 3061, 1820
Caribbean, 11792, 1830
Caribbean, 11803, 1840
Caribbean, 12447, 1850
Caribbean, 8809, 1860
Caribbean, 14592, 1870
Caribbean, 27600, 1880
Caribbean, 31885, 1890
Caribbean, 100960, 1900
Caribbean, 120860, 1910
Caribbean, 83482, 1920
Caribbean, 18052, 1930
Caribbean, 46285, 1940
Caribbean, 115869, 1950
Caribbean, 427843, 1960
Caribbean, 708643, 1970
Caribbean, 789343, 1980
Caribbean, 1004114, 1990
Caribbean, 1053357, 2000
Caribbean, 139389, 2010
Caribbean, 133012, 2011
Caribbean, 126615, 2012
Caribbean, 121349, 2013
Cuba, 0, 1820
Cuba, 0, 1830
Cuba, 0, 1840
Cuba, 0, 1850
Cuba, 3420, 1860
Cuba, 8705, 1870
Cuba, 20134, 1880
Cuba, 23669, 1890
Cuba, 0, 1900
Cuba, 0, 1910
Cuba, 12769, 1920
Cuba, 10641, 1930
Cuba, 25976, 1940
Cuba, 73221, 1950
Cuba, 202030, 1960
Cuba, 256497, 1970
Cuba, 132552, 1980
Cuba, 159037, 1990
Cuba, 271742, 2000
Cuba, 33372, 2010
Cuba, 36261, 2011
Cuba, 32551, 2012
Cuba, 31343, 2013
Dominican Republic, 0, 1820
Dominican Republic, 0, 1830
Dominican Republic, 0, 1840
Dominican Republic, 0, 1850
Dominican Republic, 0, 1860
Dominican Republic, 0, 1870
Dominican Republic, 0, 1880
Dominican Republic, 0, 1890
Dominican Republic, 0, 1900
Dominican Republic, 0, 1910
Dominican Republic, 0, 1920
Dominican Republic, 1165, 1930
Dominican Republic, 4802, 1940
Dominican Republic, 10219, 1950
Dominican Republic, 83552, 1960
Dominican Republic, 139249, 1970
Dominican Republic, 221552, 1980
Dominican Republic, 359818, 1990
Dominican Republic, 291492, 2000
Dominican Republic, 53890, 2010
Dominican Republic, 46036, 2011
Dominican Republic, 41535, 2012
Dominican Republic, 41487, 2013
Haiti, 0, 1820
Haiti, 0, 1830
Haiti, 0, 1840
Haiti, 0, 1850
Haiti, 78, 1860
Haiti, 149, 1870
Haiti, 124, 1880
Haiti, 101, 1890
Haiti, 0, 1900
Haiti, 0, 1910
Haiti, 0, 1920
Haiti, 207, 1930
Haiti, 823, 1940
Haiti, 3787, 1950
Haiti, 28992, 1960
Haiti, 55166, 1970
Haiti, 121406, 1980
Haiti, 177446, 1990
Haiti, 203827, 2000
Haiti, 22336, 2010
Haiti, 21802, 2011
Haiti, 22446, 2012
Haiti, 20083, 2013
Jamaica, 0, 1820
Jamaica, 0, 1830
Jamaica, 0, 1840
Jamaica, 0, 1850
Jamaica, 61, 1860
Jamaica, 257, 1870
Jamaica, 355, 1880
Jamaica, 223, 1890
Jamaica, 0, 1900
Jamaica, 0, 1910
Jamaica, 0, 1920
Jamaica, 0, 1930
Jamaica, 0, 1940
Jamaica, 7397, 1950
Jamaica, 62218, 1960
Jamaica, 130226, 1970
Jamaica, 193874, 1980
Jamaica, 177143, 1990
Jamaica, 172523, 2000
Jamaica, 19439, 2010
Jamaica, 19298, 2011
Jamaica, 20300, 2012
Jamaica, 19052, 2013
Other Caribbean, 3061, 1820
Other Caribbean, 11792, 1830
Other Caribbean, 11803, 1840
Other Caribbean, 12447, 1850
Other Caribbean, 5250, 1860
Other Caribbean, 5481, 1870
Other Caribbean, 6987, 1880
Other Caribbean, 7892, 1890
Other Caribbean, 100960, 1900
Other Caribbean, 120860, 1910
Other Caribbean, 70713, 1920
Other Caribbean, 6039, 1930
Other Caribbean, 14684, 1940
Other Caribbean, 21245, 1950
Other Caribbean, 51051, 1960
Other Caribbean, 127505, 1970
Other Caribbean, 119959, 1980
Other Caribbean, 130670, 1990
Other Caribbean, 113773, 2000
Other Caribbean, 10352, 2010
Other Caribbean, 9615, 2011
Other Caribbean, 9783, 2012
Other Caribbean, 9384, 2013
Central America, 57, 1820
Central America, 94, 1830
Central America, 297, 1840
Central America, 512, 1850
Central America, 70, 1860
Central America, 202, 1870
Central America, 359, 1880
Central America, 674, 1890
Central America, 7341, 1900
Central America, 15692, 1910
Central America, 16511, 1920
Central America, 6840, 1930
Central America, 20135, 1940
Central America, 40201, 1950
Central America, 98569, 1960
Central America, 120376, 1970
Central America, 339376, 1980
Central America, 610189, 1990
Central America, 591130, 2000
Central America, 43597, 2010
Central America, 43249, 2011
Central America, 39837, 2012
Central America, 44056, 2013
Belize, 0, 1820
Belize, 0, 1830
Belize, 0, 1840
Belize, 0, 1850
Belize, 9, 1860
Belize, 26, 1870
Belize, 80, 1880
Belize, 25, 1890
Belize, 583, 1900
Belize, 40, 1910
Belize, 285, 1920
Belize, 193, 1930
Belize, 433, 1940
Belize, 1133, 1950
Belize, 4185, 1960
Belize, 6747, 1970
Belize, 14964, 1980
Belize, 12600, 1990
Belize, 9682, 2000
Belize, 997, 2010
Belize, 933, 2011
Belize, 875, 2012
Belize, 969, 2013
Costa Rica, 0, 1820
Costa Rica, 0, 1830
Costa Rica, 0, 1840
Costa Rica, 0, 1850
Costa Rica, 2, 1860
Costa Rica, 4, 1870
Costa Rica, 1, 1880
Costa Rica, 4, 1890
Costa Rica, 0, 1900
Costa Rica, 0, 1910
Costa Rica, 0, 1920
Costa Rica, 580, 1930
Costa Rica, 1965, 1940
Costa Rica, 4044, 1950
Costa Rica, 17975, 1960
Costa Rica, 12405, 1970
Costa Rica, 25017, 1980
Costa Rica, 17054, 1990
Costa Rica, 21571, 2000
Costa Rica, 2306, 2010
Costa Rica, 2230, 2011
Costa Rica, 2152, 2012
Costa Rica, 2232, 2013
El Salvador, 0, 1820
El Salvador, 0, 1830
El Salvador, 0, 1840
El Salvador, 0, 1850
El Salvador, 0, 1860
El Salvador, 3, 1870
El Salvador, 0, 1880
El Salvador, 7, 1890
El Salvador, 0, 1900
El Salvador, 0, 1910
El Salvador, 0, 1920
El Salvador, 712, 1930
El Salvador, 4885, 1940
El Salvador, 5094, 1950
El Salvador, 14405, 1960
El Salvador, 29428, 1970
El Salvador, 137418, 1980
El Salvador, 273017, 1990
El Salvador, 251237, 2000
El Salvador, 18547, 2010
El Salvador, 18477, 2011
El Salvador, 15874, 2012
El Salvador, 18015, 2013
Guatemala, 0, 1820
Guatemala, 0, 1830
Guatemala, 0, 1840
Guatemala, 0, 1850
Guatemala, 1, 1860
Guatemala, 10, 1870
Guatemala, 3, 1880
Guatemala, 9, 1890
Guatemala, 0, 1900
Guatemala, 0, 1910
Guatemala, 0, 1920
Guatemala, 632, 1930
Guatemala, 1303, 1940
Guatemala, 4197, 1950
Guatemala, 14357, 1960
Guatemala, 23837, 1970
Guatemala, 58847, 1980
Guatemala, 126043, 1990
Guatemala, 156992, 2000
Guatemala, 10263, 2010
Guatemala, 10795, 2011
Guatemala, 9857, 2012
Guatemala, 9829, 2013
Honduras, 0, 1820
Honduras, 0, 1830
Honduras, 0, 1840
Honduras, 0, 1850
Honduras, 0, 1860
Honduras, 11, 1870
Honduras, 4, 1880
Honduras, 4, 1890
Honduras, 0, 1900
Honduras, 0, 1910
Honduras, 0, 1920
Honduras, 809, 1930
Honduras, 1874, 1940
Honduras, 5320, 1950
Honduras, 15087, 1960
Honduras, 15653, 1970
Honduras, 39071, 1980
Honduras, 72880, 1990
Honduras, 63513, 2000
Honduras, 6381, 2010
Honduras, 6053, 2011
Honduras, 6773, 2012
Honduras, 8795, 2013
Nicaragua, 0, 1820
Nicaragua, 0, 1830
Nicaragua, 0, 1840
Nicaragua, 0, 1850
Nicaragua, 0, 1860
Nicaragua, 1, 1870
Nicaragua, 1, 1880
Nicaragua, 3, 1890
Nicaragua, 0, 1900
Nicaragua, 0, 1910
Nicaragua, 0, 1920
Nicaragua, 564, 1930
Nicaragua, 4393, 1940
Nicaragua, 7812, 1950
Nicaragua, 10383, 1960
Nicaragua, 10911, 1970
Nicaragua, 31102, 1980
Nicaragua, 80446, 1990
Nicaragua, 70015, 2000
Nicaragua, 3476, 2010
Nicaragua, 3314, 2011
Nicaragua, 2943, 2012
Nicaragua, 2940, 2013
Panama, 0, 1820
Panama, 0, 1830
Panama, 0, 1840
Panama, 0, 1850
Panama, 0, 1860
Panama, 0, 1870
Panama, 0, 1880
Panama, 0, 1890
Panama, 0, 1900
Panama, 0, 1910
Panama, 0, 1920
Panama, 1774, 1930
Panama, 5282, 1940
Panama, 12601, 1950
Panama, 22177, 1960
Panama, 21395, 1970
Panama, 32957, 1980
Panama, 28149, 1990
Panama, 18120, 2000
Panama, 1627, 2010
Panama, 1447, 2011
Panama, 1363, 2012
Panama, 1276, 2013
Other Central America, 57, 1820
Other Central America, 94, 1830
Other Central America, 297, 1840
Other Central America, 512, 1850
Other Central America, 58, 1860
Other Central America, 147, 1870
Other Central America, 270, 1880
Other Central America, 622, 1890
Other Central America, 6758, 1900
Other Central America, 15652, 1910
Other Central America, 16226, 1920
Other Central America, 1576, 1930
Other Central America, 0, 1940
Other Central America, 0, 1950
Other Central America, 0, 1960
Other Central America, 0, 1970
Other Central America, 0, 1980
Other Central America, 0, 1990
Other Central America, 0, 2000
Other Central America, 0, 2010
Other Central America, 0, 2011
Other Central America, 0, 2012
Other Central America, 0, 2013
South America, 405, 1820
South America, 957, 1830
South America, 1062, 1840
South America, 3569, 1850
South America, 1536, 1860
South America, 1109, 1870
South America, 1954, 1880
South America, 1389, 1890
South America, 15253, 1900
South America, 39938, 1910
South America, 43025, 1920
South America, 9990, 1930
South America, 19662, 1940
South America, 78418, 1950
South America, 250754, 1960
South America, 273529, 1970
South America, 399803, 1980
South America, 570596, 1990
South America, 856508, 2000
South America, 85783, 2010
South America, 84687, 2011
South America, 77748, 2012
South America, 79287, 2013
Argentina, 0, 1820
Argentina, 0, 1830
Argentina, 0, 1840
Argentina, 0, 1850
Argentina, 7, 1860
Argentina, 58, 1870
Argentina, 64, 1880
Argentina, 36, 1890
Argentina, 0, 1900
Argentina, 0, 1910
Argentina, 0, 1920
Argentina, 1397, 1930
Argentina, 3108, 1940
Argentina, 16346, 1950
Argentina, 49384, 1960
Argentina, 30303, 1970
Argentina, 23442, 1980
Argentina, 30065, 1990
Argentina, 47955, 2000
Argentina, 4312, 2010
Argentina, 4335, 2011
Argentina, 4218, 2012
Argentina, 4227, 2013
Bolivia, 0, 1820
Bolivia, 0, 1830
Bolivia, 0, 1840
Bolivia, 0, 1850
Bolivia, 0, 1860
Bolivia, 5, 1870
Bolivia, 0, 1880
Bolivia, 0, 1890
Bolivia, 0, 1900
Bolivia, 0, 1910
Bolivia, 0, 1920
Bolivia, 77, 1930
Bolivia, 893, 1940
Bolivia, 2759, 1950
Bolivia, 6205, 1960
Bolivia, 5635, 1970
Bolivia, 9798, 1980
Bolivia, 18111, 1990
Bolivia, 21921, 2000
Bolivia, 2211, 2010
Bolivia, 2113, 2011
Bolivia, 1920, 2012
Bolivia, 2005, 2013
Brazil, 0, 1820
Brazil, 0, 1830
Brazil, 0, 1840
Brazil, 0, 1850
Brazil, 32, 1860
Brazil, 219, 1870
Brazil, 199, 1880
Brazil, 92, 1890
Brazil, 0, 1900
Brazil, 0, 1910
Brazil, 4627, 1920
Brazil, 1468, 1930
Brazil, 3653, 1940
Brazil, 11547, 1950
Brazil, 29238, 1960
Brazil, 18600, 1970
Brazil, 22944, 1980
Brazil, 50744, 1990
Brazil, 115404, 2000
Brazil, 12057, 2010
Brazil, 11643, 2011
Brazil, 11248, 2012
Brazil, 10772, 2013
Chile, 0, 1820
Chile, 0, 1830
Chile, 0, 1840
Chile, 0, 1850
Chile, 25, 1860
Chile, 92, 1870
Chile, 44, 1880
Chile, 66, 1890
Chile, 0, 1900
Chile, 0, 1910
Chile, 0, 1920
Chile, 568, 1930
Chile, 1320, 1940
Chile, 4669, 1950
Chile, 12384, 1960
Chile, 15032, 1970
Chile, 19749, 1980
Chile, 18200, 1990
Chile, 19792, 2000
Chile, 1940, 2010
Chile, 1854, 2011
Chile, 1628, 2012
Chile, 1751, 2013
Colombia, 0, 1820
Colombia, 0, 1830
Colombia, 0, 1840
Colombia, 0, 1850
Colombia, 2, 1860
Colombia, 196, 1870
Colombia, 1210, 1880
Colombia, 607, 1890
Colombia, 0, 1900
Colombia, 0, 1910
Colombia, 0, 1920
Colombia, 1278, 1930
Colombia, 3454, 1940
Colombia, 15567, 1950
Colombia, 68371, 1960
Colombia, 71265, 1970
Colombia, 105494, 1980
Colombia, 137985, 1990
Colombia, 236570, 2000
Colombia, 21861, 2010
Colombia, 22130, 2011
Colombia, 20272, 2012
Colombia, 20611, 2013
Ecuador, 0, 1820
Ecuador, 0, 1830
Ecuador, 0, 1840
Ecuador, 0, 1850
Ecuador, 0, 1860
Ecuador, 7, 1870
Ecuador, 14, 1880
Ecuador, 33, 1890
Ecuador, 0, 1900
Ecuador, 0, 1910
Ecuador, 0, 1920
Ecuador, 320, 1930
Ecuador, 2207, 1940
Ecuador, 8574, 1950
Ecuador, 34107, 1960
Ecuador, 47464, 1970
Ecuador, 48015, 1980
Ecuador, 81358, 1990
Ecuador, 107977, 2000
Ecuador, 11463, 2010
Ecuador, 11068, 2011
Ecuador, 9284, 2012
Ecuador, 10553, 2013
Guyana, 0, 1820
Guyana, 0, 1830
Guyana, 0, 1840
Guyana, 0, 1850
Guyana, 41, 1860
Guyana, 95, 1870
Guyana, 68, 1880
Guyana, 27, 1890
Guyana, 0, 1900
Guyana, 0, 1910
Guyana, 0, 1920
Guyana, 193, 1930
Guyana, 596, 1940
Guyana, 1131, 1950
Guyana, 4546, 1960
Guyana, 38278, 1970
Guyana, 85886, 1980
Guyana, 74407, 1990
Guyana, 70373, 2000
Guyana, 6441, 2010
Guyana, 6288, 2011
Guyana, 5282, 2012
Guyana, 5564, 2013
Paraguay, 0, 1820
Paraguay, 0, 1830
Paraguay, 0, 1840
Paraguay, 0, 1850
Paraguay, 0, 1860
Paraguay, 2, 1870
Paraguay, 0, 1880
Paraguay, 0, 1890
Paraguay, 0, 1900
Paraguay, 0, 1910
Paraguay, 0, 1920
Paraguay, 36, 1930
Paraguay, 85, 1940
Paraguay, 576, 1950
Paraguay, 1249, 1960
Paraguay, 1486, 1970
Paraguay, 3518, 1980
Paraguay, 6082, 1990
Paraguay, 4623, 2000
Paraguay, 449, 2010
Paraguay, 501, 2011
Paraguay, 454, 2012
Paraguay, 437, 2013
Peru, 0, 1820
Peru, 0, 1830
Peru, 0, 1840
Peru, 0, 1850
Peru, 35, 1860
Peru, 127, 1870
Peru, 25, 1880
Peru, 79, 1890
Peru, 0, 1900
Peru, 0, 1910
Peru, 0, 1920
Peru, 460, 1930
Peru, 1273, 1940
Peru, 5980, 1950
Peru, 19783, 1960
Peru, 25311, 1970
Peru, 49958, 1980
Peru, 110117, 1990
Peru, 137614, 2000
Peru, 14063, 2010
Peru, 13836, 2011
Peru, 12414, 2012
Peru, 12370, 2013
Suriname, 0, 1820
Suriname, 0, 1830
Suriname, 0, 1840
Suriname, 0, 1850
Suriname, 0, 1860
Suriname, 0, 1870
Suriname, 0, 1880
Suriname, 0, 1890
Suriname, 0, 1900
Suriname, 0, 1910
Suriname, 0, 1920
Suriname, 33, 1930
Suriname, 130, 1940
Suriname, 299, 1950
Suriname, 612, 1960
Suriname, 714, 1970
Suriname, 1357, 1980
Suriname, 2285, 1990
Suriname, 2363, 2000
Suriname, 202, 2010
Suriname, 167, 2011
Suriname, 216, 2012
Suriname, 170, 2013
Uruguay, 0, 1820
Uruguay, 0, 1830
Uruguay, 0, 1840
Uruguay, 0, 1850
Uruguay, 0, 1860
Uruguay, 22, 1870
Uruguay, 4, 1880
Uruguay, 144, 1890
Uruguay, 0, 1900
Uruguay, 0, 1910
Uruguay, 0, 1920
Uruguay, 153, 1930
Uruguay, 754, 1940
Uruguay, 1026, 1950
Uruguay, 4089, 1960
Uruguay, 8416, 1970
Uruguay, 7235, 1980
Uruguay, 6062, 1990
Uruguay, 9827, 2000
Uruguay, 1286, 2010
Uruguay, 1521, 2011
Uruguay, 1348, 2012
Uruguay, 1314, 2013
Venezuela, 0, 1820
Venezuela, 0, 1830
Venezuela, 0, 1840
Venezuela, 0, 1850
Venezuela, 36, 1860
Venezuela, 190, 1870
Venezuela, 248, 1880
Venezuela, 0, 1890
Venezuela, 0, 1900
Venezuela, 0, 1910
Venezuela, 0, 1920
Venezuela, 1360, 1930
Venezuela, 2182, 1940
Venezuela, 9927, 1950
Venezuela, 20758, 1960
Venezuela, 11007, 1970
Venezuela, 22405, 1980
Venezuela, 35180, 1990
Venezuela, 82087, 2000
Venezuela, 9497, 2010
Venezuela, 9229, 2011
Venezuela, 9464, 2012
Venezuela, 9512, 2013
Other South America, 405, 1820
Other South America, 957, 1830
Other South America, 1062, 1840
Other South America, 3569, 1850
Other South America, 1358, 1860
Other South America, 96, 1870
Other South America, 78, 1880
Other South America, 305, 1890
Other South America, 15253, 1900
Other South America, 39938, 1910
Other South America, 38398, 1920
Other South America, 2647, 1930
Other South America, 7, 1940
Other South America, 17, 1950
Other South America, 28, 1960
Other South America, 18, 1970
Other South America, 2, 1980
Other South America, 0, 1990
Other South America, 2, 2000
Other South America, 1, 2010
Other South America, 2, 2011
Other South America, 0, 2012
Other South America, 1, 2013
Other America, 1, 1820
Other America, 6, 1830
Other America, 11, 1840
Other America, 56, 1850
Other America, 80, 1860
Other America, 879, 1870
Other America, 5019, 1880
Other America, 1406, 1890
Other America, 73, 1900
Other America, 0, 1910
Other America, 29, 1920
Other America, 25, 1930
Other America, 25284, 1940
Other America, 60140, 1950
Other America, 22076, 1960
Other America, 603, 1970
Other America, 83, 1980
Other America, 37, 1990
Other America, 19, 2000
Other America, 4, 2010
Other America, 0, 2011
Other America, 0, 2012
Other America, 1, 2013
Africa, 19, 1820
Africa, 66, 1830
Africa, 67, 1840
Africa, 104, 1850
Africa, 458, 1860
Africa, 441, 1870
Africa, 768, 1880
Africa, 432, 1890
Africa, 6326, 1900
Africa, 8867, 1910
Africa, 6362, 1920
Africa, 2120, 1930
Africa, 6720, 1940
Africa, 13016, 1950
Africa, 23780, 1960
Africa, 71405, 1970
Africa, 141987, 1980
Africa, 346410, 1990
Africa, 759734, 2000
Africa, 98246, 2010
Africa, 97429, 2011
Africa, 103685, 2012
Africa, 94589, 2013
Egypt, 0, 1820
Egypt, 0, 1830
Egypt, 0, 1840
Egypt, 5, 1850
Egypt, 8, 1860
Egypt, 29, 1870
Egypt, 145, 1880
Egypt, 51, 1890
Egypt, 0, 1900
Egypt, 0, 1910
Egypt, 1063, 1920
Egypt, 781, 1930
Egypt, 1613, 1940
Egypt, 1996, 1950
Egypt, 5581, 1960
Egypt, 23543, 1970
Egypt, 26744, 1980
Egypt, 44604, 1990
Egypt, 81564, 2000
Egypt, 9822, 2010
Egypt, 9096, 2011
Egypt, 10172, 2012
Egypt, 10719, 2013
Ethiopia, 0, 1820
Ethiopia, 0, 1830
Ethiopia, 0, 1840
Ethiopia, 0, 1850
Ethiopia, 0, 1860
Ethiopia, 0, 1870
Ethiopia, 0, 1880
Ethiopia, 0, 1890
Ethiopia, 0, 1900
Ethiopia, 0, 1910
Ethiopia, 0, 1920
Ethiopia, 10, 1930
Ethiopia, 28, 1940
Ethiopia, 302, 1950
Ethiopia, 804, 1960
Ethiopia, 2588, 1970
Ethiopia, 12927, 1980
Ethiopia, 40097, 1990
Ethiopia, 87207, 2000
Ethiopia, 13853, 2010
Ethiopia, 13985, 2011
Ethiopia, 15400, 2012
Ethiopia, 13484, 2013
Liberia, 1, 1820
Liberia, 8, 1830
Liberia, 5, 1840
Liberia, 7, 1850
Liberia, 43, 1860
Liberia, 52, 1870
Liberia, 21, 1880
Liberia, 9, 1890
Liberia, 0, 1900
Liberia, 0, 1910
Liberia, 0, 1920
Liberia, 35, 1930
Liberia, 37, 1940
Liberia, 289, 1950
Liberia, 841, 1960
Liberia, 2391, 1970
Liberia, 6420, 1980
Liberia, 13587, 1990
Liberia, 23316, 2000
Liberia, 2924, 2010
Liberia, 3117, 2011
Liberia, 3451, 2012
Liberia, 3036, 2013
Morocco, 0, 1820
Morocco, 4, 1830
Morocco, 1, 1840
Morocco, 0, 1850
Morocco, 0, 1860
Morocco, 15, 1870
Morocco, 12, 1880
Morocco, 9, 1890
Morocco, 0, 1900
Morocco, 0, 1910
Morocco, 0, 1920
Morocco, 110, 1930
Morocco, 1463, 1940
Morocco, 3293, 1950
Morocco, 2880, 1960
Morocco, 1967, 1970
Morocco, 3471, 1980
Morocco, 15768, 1990
Morocco, 40844, 2000
Morocco, 4847, 2010
Morocco, 4249, 2011
Morocco, 3534, 2012
Morocco, 3202, 2013
South Africa, 0, 1820
South Africa, 0, 1830
South Africa, 0, 1840
South Africa, 0, 1850
South Africa, 79, 1860
South Africa, 48, 1870
South Africa, 23, 1880
South Africa, 9, 1890
South Africa, 0, 1900
South Africa, 0, 1910
South Africa, 0, 1920
South Africa, 312, 1930
South Africa, 1022, 1940
South Africa, 2278, 1950
South Africa, 4360, 1960
South Africa, 10002, 1970
South Africa, 15505, 1980
South Africa, 21964, 1990
South Africa, 32221, 2000
South Africa, 2705, 2010
South Africa, 2754, 2011
South Africa, 2960, 2012
South Africa, 2693, 2013
Other Africa, 18, 1820
Other Africa, 54, 1830
Other Africa, 61, 1840
Other Africa, 92, 1850
Other Africa, 328, 1860
Other Africa, 297, 1870
Other Africa, 567, 1880
Other Africa, 354, 1890
Other Africa, 6326, 1900
Other Africa, 8867, 1910
Other Africa, 5299, 1920
Other Africa, 872, 1930
Other Africa, 2557, 1940
Other Africa, 4858, 1950
Other Africa, 9314, 1960
Other Africa, 30914, 1970
Other Africa, 76920, 1980
Other Africa, 210390, 1990
Other Africa, 494582, 2000
Other Africa, 64095, 2010
Other Africa, 64228, 2011
Other Africa, 68168, 2012
Other Africa, 61455, 2013
Oceania, 2, 1820
Oceania, 1, 1830
Oceania, 3, 1840
Oceania, 110, 1850
Oceania, 107, 1860
Oceania, 9094, 1870
Oceania, 7341, 1880
Oceania, 3279, 1890
Oceania, 11677, 1900
Oceania, 12339, 1910
Oceania, 9860, 1920
Oceania, 3240, 1930
Oceania, 14262, 1940
Oceania, 11319, 1950
Oceania, 23659, 1960
Oceania, 39983, 1970
Oceania, 41432, 1980
Oceania, 56800, 1990
Oceania, 65793, 2000
Oceania, 5946, 2010
Oceania, 5825, 2011
Oceania, 5573, 2012
Oceania, 6061, 2013
Australia, 2, 1820
Australia, 1, 1830
Australia, 2, 1840
Australia, 104, 1850
Australia, 96, 1860
Australia, 8933, 1870
Australia, 7250, 1880
Australia, 3098, 1890
Australia, 11191, 1900
Australia, 11280, 1910
Australia, 8404, 1920
Australia, 2260, 1930
Australia, 11201, 1940
Australia, 8275, 1950
Australia, 14986, 1960
Australia, 18708, 1970
Australia, 16901, 1980
Australia, 24288, 1990
Australia, 32728, 2000
Australia, 3077, 2010
Australia, 3062, 2011
Australia, 3146, 2012
Australia, 3529, 2013
New Zealand, 0, 1820
New Zealand, 0, 1830
New Zealand, 0, 1840
New Zealand, 2, 1850
New Zealand, 6, 1860
New Zealand, 39, 1870
New Zealand, 21, 1880
New Zealand, 12, 1890
New Zealand, 0, 1900
New Zealand, 0, 1910
New Zealand, 935, 1920
New Zealand, 790, 1930
New Zealand, 2351, 1940
New Zealand, 1799, 1950
New Zealand, 3775, 1960
New Zealand, 5018, 1970
New Zealand, 6129, 1980
New Zealand, 8600, 1990
New Zealand, 12495, 2000
New Zealand, 1046, 2010
New Zealand, 1006, 2011
New Zealand, 980, 2012
New Zealand, 1027, 2013
Other Oceania, 0, 1820
Other Oceania, 0, 1830
Other Oceania, 1, 1840
Other Oceania, 4, 1850
Other Oceania, 5, 1860
Other Oceania, 122, 1870
Other Oceania, 70, 1880
Other Oceania, 169, 1890
Other Oceania, 486, 1900
Other Oceania, 1059, 1910
Other Oceania, 521, 1920
Other Oceania, 190, 1930
Other Oceania, 710, 1940
Other Oceania, 1245, 1950
Other Oceania, 4898, 1960
Other Oceania, 16257, 1970
Other Oceania, 18402, 1980
Other Oceania, 23912, 1990
Other Oceania, 20570, 2000
Other Oceania, 1823, 2010
Other Oceania, 1757, 2011
Other Oceania, 1447, 2012
Other Oceania, 1505, 2013
Not Specified, 19173, 1820
Not Specified, 83495, 1830
Not Specified, 7196, 1840
Not Specified, 71442, 1850
Not Specified, 15472, 1860
Not Specified, 592, 1870
Not Specified, 778, 1880
Not Specified, 14112, 1890
Not Specified, 33493, 1900
Not Specified, 488, 1910
Not Specified, 930, 1920
Not Specified, 0, 1930
Not Specified, 135, 1940
Not Specified, 12472, 1950
Not Specified, 119, 1960
Not Specified, 326, 1970
Not Specified, 305406, 1980
Not Specified, 25928, 1990
Not Specified, 211930, 2000
Not Specified, 5814, 2010
Not Specified, 6217, 2011
Not Specified, 9265, 2012
Not Specified, 10127, 2013
